"ARPT_ID","ARPT_NAME","x","y"
"75WA","PORT ELSNER",-121.479518610205,45.8020644397529
"22WA","GOLLEHON",-118.686948610246,47.8201527697755
"42WA","SHEFFELS RANCH",-118.80139832978,47.817179160065
"2S8","WILBUR",-118.743916660089,47.7533888797122
"WN15","BURNETT LANDING",-122.055972219925,47.1296805502634
"5W1","WILSON CREEK",-119.109083329558,47.4184833298416
"1WA2","PILOT'S PASTURES",-122.890083329654,46.5192499996946
"S52","METHOW VALLEY STATE",-120.145885549704,48.4249483302586
"W27","WOODLAND STATE",-122.737510410222,45.8991825002308
"YKM","YAKIMA AIR TRML/MCALLISTER FLD",-120.544062500426,46.5681672201315
"48WA","WEST VALLEY",-120.776666659999,46.5624999997488
"55WA","WILKINSON RANCH",-120.761388879909,46.5280555501612
"WN45","TAKE FIVE",-120.444230549877,46.7806833300385
"49WA","COUGAR MOUNTAIN AIRFIELD",-122.522063609944,46.8470455502881
"06WN","WESTERN AIRPARK",-122.553038880091,46.9249847197137
"20WA","SKYRAIDER SKYRANCH",-122.471074999957,46.8492361101933
"68WA","MC MAHON FLD",-120.221719719802,46.3937402701567
"WV01","LEE MASSEY",-81.0537124999605,38.1292761099327
"WV00","DEER CREEK FARM",-79.8005555495837,38.4708333296619
"70D","TITUS FLD",-79.853138880304,39.4988888798746
"BKW","RALEIGH COUNTY MEML",-81.1241666598216,37.787333330138
"W35","POTOMAC AIRPARK",-78.1660833299983,39.6926111098371
"00WV","LAZY J AERODROME",-79.8661111099622,38.8288888798638
"BLF","MERCER COUNTY",-81.2075188601764,37.2959483596518
"W22","UPSHUR COUNTY RGNL",-80.2749444398282,39.0005833297077
"3G5","DAWSON AAF",-79.666443879708,39.4500905502858
"38WV","RIVER'S  EDGE FARM",-78.4255555499498,39.3252777702661
"CRW","WEST VIRGINIA INTL YEAGER",-81.5928936098658,38.3760130497729
"WV08","ISLAND",-81.528717250011,38.2204730196571
"CKB","NORTH CENTRAL WEST VIRGINIA",-80.2275319403423,39.2976547201165
"WV28","RUTH FLD",-80.3967572203518,39.3245324998324
"WV09","MIKE FERRELL FLD",-81.350657500018,37.5587255497956
"WV63","HEROLD",-80.6531472199521,38.334554439717
"WV62","WINDWOOD FLY-IN RESORT",-79.4308111103423,39.0553388803386
"2WV3","HALES LANDING",-81.3916666599366,39.1172344398605
"EKN","ELKINS/RANDOLPH COUNTY (JENNINGS RANDOLPH FLD)",-79.8571388797365,38.8894444398651
"WV70","FAIRVIEW",-79.7886750002695,38.9562166596939
"WV65","CARR",-80.011388880142,39.4492522201183
"4G7","FAIRMONT MUNI-FRANKMAN FLD",-80.1676346900721,39.4475407197036
"WV59","FAYETTE",-81.1198244399951,38.0267775002505
"WV68","TAYLORS",-78.0790416598384,39.3555333301512
"8WV8","TALBOTT FLD",-78.1048611095998,39.3338888800208
"WV66","GLENDALE FOKKER FLD",-80.7595297196888,39.9486849997032
"WV52","GREEN BANK OBSERVATORY",-79.8256125003488,38.4306738796583
"12WV","CRAZY HORSE",-82.1113514395658,38.3437034102154
"WV21","NEEDWOOD FARM",-77.7947222196895,39.3305555501497
"WV22","GREEN LANDINGS",-77.9715166602655,39.5747222197288
"HTS","TRI-STATE/MILTON J FERGUSON FLD",-82.5603602200032,38.3685078002881
"I41","ROBERT NEWLON FLD",-82.3137600001821,38.4570288800979
"WV15","GERSTELL FARMS",-78.9264136099596,39.4834255499566
"WV19","MOORE FLD",-79.6892230496622,39.4448127700023
"WV32","NEW RIVER GORGE",-81.0651011102656,38.0889991597845
"LWB","GREENBRIER VALLEY",-80.3994824996163,37.8583066603366
"6L4","LOGAN COUNTY",-81.9158833302083,37.8556861103282
"MRB","EASTERN WV RGNL/SHEPHERD FLD",-77.9829999997139,39.4023577702522
"WV17","MICHAELS FARMS",-78.1565000001394,39.3936944396546
"4WV4","HEAVEN'S LANDING AIRSTRIP",-79.0681444397323,39.1763416598101
"12V","ONA AIRPARK",-82.2007777702925,38.4408888802986
"MGW","MORGANTOWN MUNI/WALTER L BILL HART FLD",-79.9175469399251,39.6435952703362
"MPG","MARSHALL COUNTY",-80.7357777704016,39.8808333301711
"WV53","LAREW",-79.8928474997785,39.3720366597463
"18WV","LYNN",-79.8566666596462,39.4099999997525
"7G1","HERRON",-80.5411111100928,40.5331111098505
"PKB","MID-OHIO VALLEY RGNL",-81.4392930500882,39.3449619402419
"WV77","HINTON-ALDERSON",-80.7103580502804,37.6795650002658
"W99","GRANT COUNTY",-79.1458611103562,38.9949444402929
"9W3","SIMPSON",-80.0259122200215,39.0934325002297
"79D","PHILIPPI/BARBOUR COUNTY RGNL",-80.0623486101909,39.1661902700336
"I16","KEE FLD",-81.5592777697884,37.6004444401164
"27WV","KURT'S FLD",-81.8036944402754,38.4788194398747
"3I2","MASON COUNTY",-82.0985788802425,38.9146347200351
"WV30","RAINELLE",-80.7164763795608,37.9487286101253
"I18","JACKSON COUNTY",-81.8194722199569,38.9297777700889
"3I4","RICHWOOD MUNI",-80.6513333300524,38.2583888797142
"WV06","LOST MOUNTAIN",-78.7383494403267,39.2851013800654
"WV67","EASTVIEW",-78.6794444403732,39.3947222202135
"56WV","CHEAT RIVER ISLAND",-79.6616839998682,39.3257960000984
"6W0","WADE F MALEY FLD",-80.2768611095729,39.406111110102
"WV12","MALLORY",-81.7399638801601,38.3350958300604
"55I","SLATE RUN",-81.3103194103627,38.7775222201454
"USW","BOGGS FLD",-81.3488288804424,38.823796939709
"SXL","SUMMERSVILLE",-80.8708055502889,38.2316388801543
"48I","BRAXTON COUNTY",-80.6520833298898,38.687111110051
"WN04","ELK HEIGHTS",-117.263333329843,48.0020000001687
"WV57","MCKEE SKY RANCH",-79.5425488798143,39.4631477700172
"2WV5","WILLOW BEND",-80.5338888797873,37.5458333301088
"WV29","VALLEY POINT",-79.6497724999992,39.5798061102443
"I25","WELCH MUNI",-81.5309305497507,37.4185527703048
"75WV","NICHOLSON",-80.65080555006,39.1658999998094
"HLG","WHEELING OHIO COUNTY",-80.6462683302398,40.1750113797167
"EBD","SOUTHERN WEST VIRGINIA RGNL",-82.1220665496647,37.681763970318
"54W","ALBANY",-89.4241838600065,42.7173868296949
"1WI8","JORGENSEN - STOLLER",-87.4422222203353,44.6358333298667
"3WI0","CARNOT FLD",-87.4198124996097,44.6422216599253
"WS36","SWAN FLD",-89.437062769978,44.2713619399068
"AHH","AMERY MUNI",-92.3753922203654,45.2811483297934
"WS14","LAKE ELL FLD",-89.3587255503424,44.4641394397665
"AIG","LANGLADE COUNTY",-89.1106167501388,45.1539496899521
"ATW","APPLETON INTL",-88.5190722197897,44.2580930501587
"WI61","FORSETH FLD",-89.997986110132,43.091569440059
"28WI","RUTHERFORD",-92.0465611096664,44.6041327699209
"WI51","DEL MONTE",-89.3209497199821,43.3213777697756
"ASX","JOHN F KENNEDY MEML",-90.918972220196,46.5485277698839
"79WS","MOOSE CREEK FARM",-89.7865736096589,42.6979611099853
"52WI","JOHNS FLD",-90.0568824997335,45.1596443798588
"29WI","WHITTLESEY CRANBERRY COMPANY",-90.0273522200262,44.3255180498263
"WI14","BALDWIN",-92.3876911097175,44.9666322200367
"WI29","RUSH RIVER",-92.4016666596317,44.9088888802854
"4WN5","DAVID RANDALL",-92.3783058296326,45.457026110266
"DLL","BARABOO/WISCONSIN DELLS RGNL",-89.7712500002186,43.522027770036
"34WI","THIESSEN FLD",-89.7654016595969,43.417762499775
"9Y7","BARRON MUNI",-91.8343397202974,45.407458050236
"WS19","PETIT CACHE",-90.8207419397475,46.8935430500463
"WS25","SHANGRILA",-87.8453963804053,45.5816313802721
"WN11","RED ROOF",-88.0037288797224,45.5857958301128
"44C","BELOIT",-88.9676111103666,42.497777769691
"WI55","BROKEN PROP",-88.9834486100483,43.9860913802024
"31WN","BERLIN FLD LLC",-88.9626149996583,43.9916472202875
"3WI3","PLOVER RIVER AIRFIELD",-89.4073397198956,44.7652486098108
"WN98","FLORIDA NORTH",-91.522499999754,45.6594444399405
"6WI6","DREW 9",-91.6526583295914,45.7432472203067
"CO29","JUNIPER HILLS",-108.087805550104,39.37940554988
"8WI5","WOLF RIVER LANDING STRIP",-88.5416395202876,44.5154959402529
"WI66","HALLICK FARM",-89.7748388802715,43.0982277697168
"BCK","BLACK RIVER FALLS AREA",-90.8552802696716,44.250738609744
"7WI4","LEWIS",-90.9879236099778,44.3005161102636
"WI49","BLAIR",-91.2265486100627,44.2860694402419
"WI18","GATEWAY",-91.450159160404,45.1332947197493
"WI56","C JEIDY FARMS",-90.8606822203607,42.8816555497082
"OVS","BOSCOBEL",-90.6739780497623,43.1608066600465
"WS91","SKY HOLLOW",-90.6637499999222,43.2086388798259
"BDJ","BOULDER JUNCTION PAYZER",-89.6476108297381,46.1368656899772
"3T3","BOYCEVILLE MUNI",-92.0213281600725,45.0439532502009
"WI58","WINFIELD",-88.0278597204301,42.5222413799438
"04WI","DUTCH GAP AIRSTRIP",-88.0167480499474,42.5233525001132
"WI95","BINZEL",-88.0140500004158,42.5777966597571
"WN63","BRISTOL",-88.0039700001211,42.536686109877
"C37","BRODHEAD",-89.3812983296652,42.5954995798562
"02C","CAPITOL DRIVE",-88.1794452503293,43.0896413601381
"7WI5","SYVRUD",-89.4006744396764,42.8825016600733
"WN90","TAYLORPORT",-91.2918194404287,45.3749638801995
"WI10","CEDAR ISLAND",-91.6168563799813,46.4499419401385
"7WI8","CRISPY CEDARS",-87.6024030500619,44.780634159693
"BUU","BURLINGTON MUNI",-88.304682520107,42.6907171102831
"3CU","CABLE UNION",-91.2484530500006,46.1949330497352
"WI21","CRANE FLD",-91.241818050193,44.9096838796825
"VOK","VOLK FLD",-90.2531616602318,43.9392397198453
"49C","CAMP LAKE",-88.1561972199838,42.5277972201131
"C74","CASSVILLE MUNI",-90.9661069399347,42.704270829705
"WI60","DEER HAVEN RANCH",-88.4631583303563,44.8327666602337
"1WN2","COVERED BRIDGE FIELDS",-87.9973125002105,43.329170270125
"WI62","SSS AERODROME",-87.9981452699199,43.2694500000468
"75WI","SMIES",-87.7842541603727,43.5888863799846
"40WI","SCHUBERT AIRSTRIP",-91.4307022199836,44.0582955497839
"30WI","CHAMBERS ISLAND",-87.3592777697795,45.1919305498369
"Y23","CHETEK MUNI/SOUTHWORTH",-91.6368230200024,45.3064875497052
"WS13","CLOUD DANCER PVT",-91.5897222197505,45.3119444402011
"3WN6","KNUTSON FARMS",-91.7119476297218,45.2389609401616
"11Y","FLYING FEATHERS",-88.1924666304099,44.0626312698447
"3WI9","ROSENBAUM FLD",-91.3834894402399,44.9999611102567
"4WI0","WISSOTA",-91.2723741601407,44.9332950000968
"WI32","T-BO FLD",-91.3303750003708,44.9873222202483
"3WN8","BLUNT FLD",-91.4306863602272,44.9355968000363
"3WI6","MELIN FARMS",-88.8745555499595,42.5901388799564
"CLI","CLINTONVILLE MUNI",-88.730888880394,44.6131666601504
"5WI8","ERMIS-RIDGEVIEW",-88.004270550364,45.0760944402684
"6WN6","FOUNTAIN PRAIRIE",-89.0106652697582,43.379989719776
"0WI1","MORT'S LANDING",-92.1418511098668,45.5071772198754
"4WI9","CORNELL MUNI",-91.1056972200309,45.1655222198582
"23W","CORNUCOPIA FLD",-91.0839180501594,46.8660513798984
"59WI","LITTLE WHEEL FLD",-89.1926149998159,43.0338872201143
"87WI","QUALE",-89.1853925000158,43.0194433296942
"Y55","CRANDON/STEVE CONWAY MUNI",-88.9284373002016,45.5226483302629
"3D1","CRIVITZ MUNI",-88.073298160401,45.2146408599936
"UBE","CUMBERLAND MUNI",-91.9808021096221,45.5060996600211
"WI43","ATKINS RIDGE",-89.8252777698136,42.9488872199752
"WI65","DANE",-89.4681747196943,43.2222141597574
"5WN2","EBERLE RANCH",-89.4844444401816,43.2683333297516
"05WI","AMES PRIVATE",-88.7459386096738,42.6511244399641
"WS12","ELERT",-89.3231716597183,43.2644349996801
"C59","LAKE LAWN",-88.6011291599976,42.6341261097656
"6WI3","BOUNTIFUL ACRES",-88.7125000000154,42.7001666602806
"WS43","BIRCH CREEK",-88.0584344398773,44.3555469398056
"9WS2","ANTIQUE AERODROME",-88.1586777703172,44.3676388803086
"22WN","SOUTHWIND",-90.21948332975,43.0686027700641
"83WI","JONES",-90.346246379953,44.9705233302931
"WI09","HEITMAN FLD",-88.4758333299448,42.9772222202378
"5G4","EAU CLAIRE LAKES",-91.4965219102084,46.3487049097324
"1WN1","KETTLE MORAINE",-88.195375549573,43.668049720158
"WI25","DURAND MUNI",-92.0140580495624,44.5388558302108
"WN99","HAYES ROAD",-91.8113888795974,44.6572222201623
"WI74","BUCK KNOB",-91.89111111006,44.6678611100805
"EGV","EAGLE RIVER UNION",-89.2682777695607,45.9323333297208
"57C","EAST TROY MUNI",-88.3726111096659,42.7971666598205
"35WI","BARKER STRIP",-88.4375969396266,42.7455702701876
"WI69","AIR TROY ESTATES - RESTRICTED",-88.3334269401291,42.8000147202033
"EAU","CHIPPEWA VALLEY RGNL",-91.4842499999592,44.8658055502427
"4WI5","CARLSON",-91.4598813796874,44.7235716600253
"55WN","PRITCHARD FLD",-91.5580666599299,44.8132666599351
"61WI","DINNERBELL",-88.2856561098629,43.7083258303147
"58C","JANA",-89.075563879593,42.8724027698068
"WI99","TRU FLD",-89.1216180500124,42.8854305499881
"WI00","NORRIE BROOK",-89.2306666596808,44.87385832993
"WS69","LOG CABIN",-91.547099999992,44.574963880137
"WI70","SWAN",-88.6376027700642,42.7069577701232
"41WI","PADDOCK FLD",-88.5798236097917,42.7386244398445
"86WI","TERHARK",-88.4308333298163,42.660000000169
"WI05","STOCKTRADE",-91.6844444397756,44.8083333296998
"8WN8","MAVE'S LAKEVIEW ROAD",-87.0675277701293,45.2351249997299
"60C","ELROY",-90.2576283299628,43.7063613799303
"85WI","CUB BEAR",-92.2927722197307,45.0444333299894
"3D2","EPHRAIM/GIBRALTAR",-87.1881280801409,45.1357074702489
"WI73","HAPPY JACKS AIR STRIP",-88.8334455496587,43.9999813797717
"1WI3","BUZZY FLD",-89.2246472196418,42.741297219835
"26WI","KITTY-WOMPUS",-91.3034916596488,45.6991249997206
"8WI8","STUPEK FARMS",-90.6481816597542,42.976655270242
"7WI0","TURKEY BLUFF",-91.1098519398981,43.3730316602191
"2WN7","PLANEACRES",-88.6731944402359,43.9487499996908
"FLD","FOND DU LAC COUNTY",-88.4884166600519,43.7711666602794
"WS49","CHRISTIE AERODROME",-88.8776074997805,42.9066722199763
"61C","FORT ATKINSON MUNI",-88.8176280500685,42.9632027697038
"WI76","MAGGIES FARM LLC",-88.7759380498096,42.948616659887
"47WI","OAKBROOK",-88.8081616601984,42.8900069397246
"1WI9","BLACKHAWK ISLAND",-88.8667738803361,42.9138944396838
"WS20","YOUNG TACTICAL LANDING SITE",-90.6641055504167,43.9537666602109
"62C","CINDY GUNTLY MEML",-88.0940893298854,42.8113888601738
"4WN4","GEIS FLD",-87.9384275003485,43.5090694999845
"63C","ADAMS COUNTY LEGION FLD",-89.7886444401878,43.9605880802252
"WI77","WILLOW CREEK",-88.1603697202054,43.2069508299912
"WS39","PINEWOOD AIR PARK",-89.6623636101209,45.6994011101689
"2WN6","CUNNINGHAM",-90.4193011095609,44.5296841597353
"GTG","GRANTSBURG MUNI",-92.6643309099946,45.7983778601494
"WS77","CIRCLE T",-92.6871388799369,45.6840333303077
"88WI","NICOLET",-87.8606530500855,44.5083269399216
"WI78","MARTINS AERODROME",-87.9350277695619,44.4257500001297
"GRB","GREEN BAY/AUSTIN STRAUBEL INTL",-88.1297133304242,44.4846336099043
"2WS3","C R ACRES",-88.0935777698738,44.2804277700406
"WI79","TOWN LINE",-90.5565266600117,44.8527433298935
"HXF","HARTFORD MUNI",-88.3902408300861,43.3500472197703
"WN75","ERIN AERO",-88.3723186101246,43.2447261097248
"HYR","SAWYER COUNTY",-91.4442649697702,46.0252660802816
"WI81","RIGDON PRIVATE",-90.5909608302786,42.524168610296
"48WI","CIRCLE A RANCH",-89.730145829984,45.7938433300487
"WS67","VIETMEIER",-91.208518329959,46.7999338800004
"3WS9","WOODLAND FARMS",-90.3071958303231,43.6114500002943
"09WI","PARKWAY FARM STRIP",-91.3076441597788,44.0035733298516
"36WI","HOLLAND AIR PARK",-91.2995902700816,44.0321838796874
"9WI1","BLACK OTTER",-88.6236111097637,44.3294444399346
"32WI","DALONIA",-88.7009402696319,44.3163702702172
"WI22","ROCKET CITY",-88.6008333304015,44.3230555498204
"08WI","FAIKEL AIRFIELD",-88.1422500002388,44.5819861098751
"02WI","BEER",-92.6557563801149,45.031911109773
"58WI","RIEGLEMAN FLD",-88.5583333300306,43.3385277698846
"5WI6","INDEPENDENCE",-91.3958333297979,44.3669444398831
"68C","CENTRAL COUNTY",-89.0258008303684,44.5047770198918
"31WI","OSLO CORNERS",-89.2202513802743,44.5710083301195
"WS45","CIRCLE K",-89.6745741600463,45.3416325001164
"Y77","BAYFIELD COUNTY",-91.4561861103588,46.5771416597377
"WI84","JOHNSTOWN CENTER",-88.8403852696888,42.6889008301138
"76WN","HACKLANDER",-88.8942166603761,42.6540388797183
"JVL","SOUTHERN WISCONSIN RGNL",-89.0415669400361,42.6202527696995
"89WI","TUSCHEN",-90.032068330352,42.9069430498999
"UNU","DODGE COUNTY",-88.7038611103372,43.4264722203165
"WI86","ORI",-88.1359200000297,42.6608511099342
"WI80","PISHA FARM",-90.4142736099199,43.7763083302911
"ENW","KENOSHA RGNL",-87.9273236101745,42.5960633299902
"LSE","LA CROSSE RGNL",-91.2566336102377,43.8792656602731
"RCX","RUSK COUNTY",-91.000187439881,45.4965856297871
"C02","GRAND GENEVA RESORT",-88.3899866598613,42.6146830498883
"WI89","LAKE GENEVA AIRE ESTATES",-88.3673166603669,42.5722394402909
"17WI","HA-RAIL",-88.8931627703595,43.0361124999675
"WI31","MINNESUING",-91.653738879809,46.4101694396941
"WI36","DOLHUN FLD",-89.6201433298581,45.8266199999421
"4WN3","LAKEWOOD AIRPARK",-88.5359960503478,45.3320518602066
"73C","LANCASTER MUNI",-90.6810833301976,42.782527769677
"LNL","KINGS LAND O' LAKES",-89.2119650002934,46.1541174997686
"90WI","HERITAGE ACRES",-88.7084450003314,45.5749641598368
"4R5","MAJOR GILBERT FLD",-90.7587222201926,46.788666659925
"WI91","LARSON",-88.639554439969,44.2027608299547
"9W7","HIRD",-90.3639166602065,42.903958329967
"9WN5","LODI LAKELAND",-89.5209536100587,43.3333216600624
"LNR","TRI-COUNTY RGNL",-90.1798333298394,43.2118611101805
"8WI6","FUNK AERODROME",-87.6528708303218,44.6097180500529
"WI92","WAG-AERO",-88.3612052696737,42.6611275002011
"87Y","BLACKHAWK AIRFIELD",-89.1853611101848,43.1047027702652
"MSN","DANE COUNTY RGNL/TRUAX FLD",-89.3375044696209,43.1398791297197
"5WN9","OTTMAN LANDING",-92.2585111099032,44.5944111096861
"D25","MANITOWISH WATERS",-89.8821999696444,46.1202270498462
"MTW","MANITOWOC COUNTY",-87.6805833304241,44.1287777697223
"9WI2","FLYING DOLLAR RANCH",-87.7959236100867,44.2874941598803
"5WI4","LARSON",-87.6792727701712,45.0813738798641
"13WI","NOWATZSKI FLD",-89.00457776976,43.6984305499636
"WI97","MATHAIRE FLD",-89.0648322198316,43.2577700001443
"MFI","MARSHFIELD MUNI",-90.1893266601849,44.636879720217
"MDZ","TAYLOR COUNTY",-90.3001744103145,45.1013184698083
"LUM","MENOMONIE MUNI/SCORE FLD",-91.8678055498071,44.8923333301065
"WI27","SKYPORT",-91.974900000339,44.9202408301841
"2WI5","BLAIR LAKE",-90.1632213799749,46.0974483297509
"RRL","MERRILL MUNI",-89.7128611102437,45.1989166600661
"5WI5","HAYMEADOW",-89.4917886096004,45.2749633300129
"WI87","PINE RIVER",-89.5244444398966,45.2033333302998
"WS23","R & S LANDING STRIP",-89.7472222196302,45.2161111102083
"WN44","PODEWELTZ",-89.5690119398433,45.239409160226
"92WI","KNIGHT AIRE",-89.641111109924,45.2961111100293
"WI50","LOEBER MCDANIEL FLD",-89.6405555504298,43.3980555497261
"C29","MIDDLETON MUNI/MOREY FLD",-89.5316488799662,43.1143300000625
"MWC","LAWRENCE J TIMMERMAN",-88.034418330201,43.1103799999196
"MKE","GENERAL MITCHELL INTL",-87.8970644401406,42.9469319398082
"MRJ","IOWA COUNTY",-90.2366658301941,42.8868800001425
"WI16","JIM BENSON FLD",-90.1297222202731,42.8530527698815
"ARV","LAKELAND/NOBLE F LEE MEML FLD",-89.7309444403564,45.9279166602359
"WI33","BEN SUTHERLAND",-91.9024061096242,46.1035544402555
"0WI2","DOERING FARMS AIRFIELD",-88.3334286100972,43.2013941602471
"94WI","THE FARM",-91.6224999999397,44.4825000002551
"EFT","MONROE MUNI",-89.5904033797703,42.6149006900585
"63WI","FLYING H",-89.7376216600841,42.6658394397733
"WS96","HUGHES",-89.7673444397736,42.6208388798154
"WI19","CACIC",-89.4334544396027,43.7999777701715
"0WI4","SNOW CREST RANCH",-89.3526197202209,43.8294224997119
"WI53","MAGUIRE FLD",-89.8887055500673,44.7917499999822
"9WI3","BUCHHOLZ FARM",-87.9867647201979,44.2855480500786
"WN85","MORRISONVILLE INTL",-89.3503946103301,43.2747126596987
"CWA","CENTRAL WISCONSIN",-89.6659111101785,44.7777830497761
"WS16","SCHERRICO MEADOWS",-89.8015138801196,44.8471891598607
"56WI","JAKS FLD",-89.5937305500381,44.7734388800177
"87WS","VALHALLA",-89.7604611096889,44.8409555497032
"37WI","DOCKEN FLD",-89.7534561099854,42.9911083298668
"WI24","CARDINAL RIDGE",-89.7522222200437,42.8811111098542
"2WI7","HECKLERS STRIP",-89.6655486103169,42.9700583296921
"DAF","NECEDAH",-90.0851111098143,44.0334444400509
"2WN5","MURMURING SPRINGS",-90.0192388798234,44.0063555499602
"67WI","ACCURATE",-89.9970722198575,43.971079160145
"79C","BRENNAND",-88.5595547199151,44.1599841598597
"0WI7","WITH WINGS AND A HALO",-88.4992777697406,44.1335961102345
"VIQ","NEILLSVILLE MUNI",-90.5122500004179,44.5581111097217
"91WI","GOTTSCHALK FLD",-90.0320744397943,44.2938519401335
"55WI","CRANMOOR AIRSTRIP",-89.968739719614,44.3180186102077
"WI12","WOOD TICK STRIP",-89.2025166602722,44.0168166599773
"73WI","VETTERKIND STRIP",-91.508773329886,45.2405172197921
"9WI4","FAKEN",-88.1348119398048,42.978624439991
"8D1","NEW HOLSTEIN MUNI",-88.1148416903529,43.9441045798894
"82C","MAUSTON/NEW LISBON UNION",-90.1377335495888,43.8387667197138
"WS76","BLACK DOG FARM",-88.8245472202382,44.470674999925
"2WN3","CURNS",-88.7613833299806,44.3578733297394
"RNH","NEW RICHMOND RGNL",-92.5391666597747,45.1477777701263
"45OH","BOOBER",-84.2195111097876,38.9759944401642
"WI72","VALHALLA",-88.0423263802084,42.7613472199481
"0WI8","OCONOMOWOC",-88.472320549773,43.1388947202205
"WN46","BATTLE CREEK",-88.5087102697684,43.0675072200946
"OCQ","OCONTO/J DOUGLAS BAKE MUNI",-87.9097704998783,44.8740555800069
"WI37","RAINBOW",-91.0962738801241,45.8082938797224
"2WI8","DAVIES",-87.7789763802121,43.5974972199536
"0WI9","MC MANUS HOONCH-NA-SHEE-KAW",-89.3387291599157,42.9313894400536
"15WI","PETERSON FLD",-89.418175000325,42.9275000002914
"WS33","STORYTOWN AIRFIELD",-89.4530555497447,42.9088611098382
"WI40","SPIEGEL FLD",-89.3523416601994,42.9133333300088
"WI11","MUMM FLD",-89.2406700004441,42.5913988801604
"OEO","L O SIMENSTAD MUNI",-92.6901228003414,45.30934305017
"WN86","ST CROIX VALLEY",-92.6215919397918,45.2638536099391
"OSH","WITTMAN RGNL",-88.5570425003747,43.9843708297033
"51WI","GALLINGER",-88.5573347196417,44.0627616597801
"WS17","PIONEER",-88.5784463801717,43.9894280497187
"WS02","POLISH PARADISE",-89.7159574997218,43.7424769399762
"2WI9","BULLDOG RANCH",-89.6348458297379,43.7599769397086
"88C","PALMYRA MUNI",-88.5999166598412,42.8835444402711
"9WI5","TAMARACK",-88.5745452699806,42.8283447201742
"PKF","PARK FALLS MUNI",-90.4244344999127,45.9550906300056
"WS06","SPRINGSTEAD",-90.1634949996239,45.987726110045
"WI90","MAVERICK FLD",-87.9551583296644,45.6543666597363
"25WN","LITTLE PLUM CREEK",-92.1203410501015,44.5287175799352
"PBH","PRICE COUNTY",-90.4024999996504,45.7088333300309
"8WI2","RUNWAY LEASING INC NR 1",-89.5318083300308,44.2248055499592
"5WI2","PLAINFIELD INTL",-89.4953991597129,44.2224724997556
"WN09","BUCKY'S AIRPARK",-89.508055549802,44.1644444399222
"PVB","PLATTEVILLE MUNI",-90.4443911102436,42.6893572199756
"8WI3","RUNWAY LEASING INC NR 2",-89.5553963798978,44.4208024997016
"9WI6","KITTY HAWK ESTATES",-89.0167769398274,45.1041350002089
"C47","PORTAGE MUNI",-89.4829113798093,43.560262219839
"WS28","COLEMAN",-89.3898411103878,43.5535930498446
"WS29","TACHICK FLD",-88.1434361096888,45.1202588800153
"10WI","BUDS LANDING",-88.1895466601721,45.1158147197374
"PDC","PRAIRIE DU CHIEN MUNI",-91.123732769652,43.0192852698896
"91C","SAUK/PRAIRIE",-89.7558055503047,43.2978611101939
"6WI0","CUB ACRES",-91.9881972198058,45.1808361100153
"19WI","ERICKSON FLD",-92.0571255498342,45.1952400001591
"5N2","PRENTICE",-90.2763348600157,45.538332359797
"65WI","STOL",-92.6856888795923,44.6887249999773
"92C","CARTER",-88.2152025797209,44.6410690199974
"RAC","BATTEN INTL",-87.8139094397535,42.7611802703192
"1WI6","AERO ESTATES",-88.0639749997164,42.8402941597352
"3WI8","PLANTATION PINE",-89.1217838799122,44.0533122202652
"1WI7","BUZZARDS ROOST",-89.0965058303995,44.0222016599295
"20WI","HARJU",-89.0792836100467,44.0213683300207
"C35","REEDSBURG MUNI",-89.9832216597353,43.5258990802304
"WI42","PINE GROVE",-89.5298580498198,45.6571777697037
"WS78","RIVER VALLEY",-89.4877777701974,45.5502777699906
"RHI","RHINELANDER/ONEIDA COUNTY",-89.4666277695711,45.6309005498172
"RPD","RICE LAKE RGNL/CARL'S FLD",-91.7733333300273,45.4201111098827
"93C","RICHLAND",-90.2982819402852,43.283357500088
"7WI7","SPRINGHILL FLD",-90.4272222201743,43.4541666597418
"4WI1","BANCROFT EAST",-89.1834477695966,43.4833183300451
"94C","GILBERT FLD",-89.2501158296741,43.4499852697417
"7WI2","HIGGINS",-89.1781697199414,43.4430419401284
"WI28","WALTERS AGRI-CENTER",-87.5575897198494,44.5861088797816
"WI67","BENNETT FLD",-88.9006680499295,43.8766483297664
"WS46","J & L AVIATION",-88.8887233303613,43.8309544397179
"6WI2","ST CROIX RIVIERA",-92.7557572202254,44.8438563798613
"WS41","RUSMAR FARMS",-92.551308050203,45.0121888797587
"27WI","FOX RIVER",-88.2503749998613,42.7509458297521
"0WS7","ROCKDALE",-89.028861110267,42.969916660307
"38WI","NORTHPORT",-88.8526066595847,44.3885916598916
"WS71","FLYING J",-92.6154833302828,45.4305138800139
"4WN9","DIGGER DOUGS",-88.1463888801125,42.5975000002397
"6WI4","SAXON",-90.4315694400237,46.515502769692
"WI47","TIMBERLINE",-89.1501122200575,44.433311110277
"WS55","BARTEN",-88.7453819398619,42.5175161102449
"EZS","SHAWANO MUNI",-88.5600124995873,44.7873058300899
"8WI1","DILLENBURG'S",-88.7281583298154,44.7535905502774
"SBM","SHEBOYGAN COUNTY MEML",-87.8517222196181,43.7697777700094
"WN03","VAN DER VAART",-87.7256413796862,43.6786072198823
"SSQ","SHELL LAKE MUNI",-91.9206622199021,45.7313813797818
"W34","SHIOCTON",-88.5612090501558,44.4555653600809
"RZN","BURNETT COUNTY",-92.373693049819,45.8234638801799
